Item #,Item Title,Collection,Product Type,WebDescription,Unit Price,MSRP,Image
HDP438SWB,14K Sapphire & Diamond Pendant,Classics,Gemstone Pendant,"Brilliant in every way, this gemstone and diamond pendant features a rich Sapphire surrounded by a sparkling halo of micropavé set diamonds in 14K white gold.",,748.75,HDP438SWB.jpg
HDP721,Silver Diamond Pendant,Classics,Diamond Pendant,"This cushion shaped diamond pendant, fashioned from Silver, is set with 17 square-cut diamonds.",,100,HDP721.jpg
HDP739EWA,14K Emerald & Diamond Pendant,Classics,Gemstone Pendant,"Brilliant in every way, this gemstone and diamond pendant features a rich Emerald surrounded by a sparkling halo of diamonds in 14K white gold.",,999,HDP739EWA.jpg
HDP739RWA,14K Ruby & Diamond Pendant,Classics,Gemstone Pendant,"Brilliant in every way, this gemstone and diamond pendant features a rich Ruby surrounded by a sparkling halo of diamonds in 14K white gold.",,999,HDP739RWA.jpg
HDP739SWA,14K Sapphire & Diamond Pendant,Classics,Gemstone Pendant,"Brilliant in every way, this gemstone and diamond pendant features a rich Sapphire surrounded by a sparkling halo of diamonds in 14K white gold.",,999,HDP739SWA.jpg
HDR1025EWA,14K Emerald & Diamond Ring,Bridal Bells,Gemstone Pendant,"Brilliant in every way, this gemstone and diamond ring features a rich Emerald surrounded by 2 round-cut diamonds in 14K white gold.",,999,HDR1025EWA.jpg
HDR1025RWA,14K Ruby & Diamond Ring,Bridal Bells,Gemstone Pendant,"Brilliant in every way, this gemstone and diamond ring features a rich Ruby surrounded by 2 round-cut diamonds in 14K white gold.",,999,HDR1025RWA.jpg
HDR1025SWA,14K Sapphire & Diamond Ring,Bridal Bells,Gemstone Pendant,"Brilliant in every way, this gemstone and diamond ring features a rich Sapphire surrounded by 2 round-cut diamonds in 14K white gold.",,999,HDR1025SWA.jpg
HDR1086AW,14K P/Cut Diamond 3 Stone Ring 1/4 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Diamond ring is set with 3 princess-cut diamonds. Diamond weight is 1/4 ctw.,,1049,HDR1086AW.jpg
HDR1086BW,14K P/Cut Diamond 3 Stone Ring 1/4 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Diamond ring is set with 3 princess-cut diamonds. Diamond weight is 1/4 ctw.,,899,HDR1086BW.jpg
HDR1088AW,14K P/Cut Diamond 3 Stone Ring 1/2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Diamond ring is set with 3 princess-cut diamonds. Diamond weight is 1/2 ctw.,,1699,HDR1088AW.jpg
HDR1088BW,14K P/Cut Diamond 3 Stone Ring 1/2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Diamond ring is set with 3 princess-cut diamonds. Diamond weight is 1/2 ctw.,,1499,HDR1088BW.jpg
HDR1090AW,14K P/Cut Diamond 3 Stone Ring 1 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Diamond ring is set with 3 princess-cut diamonds. Diamond weight is 1 ctw.,,3999,HDR1090AW.jpg
HDR1090BW,14K P/Cut Diamond 3 Stoner Ring 1 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Diamond ring is set with 3 princess-cut diamonds. Diamond weight is 1 ctw.,,3199,HDR1090BW.jpg
HDR1293AW,14K Diamond 3 Stone Plus Ring 1/2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 3 princess-cut diamonds and 6 round-cut diamonds. Diamond weight is 1/2 ctw.,,1300,HDR1293AW.jpg
HDR1293BW,14K Diamond 9 Stone Ring 1/2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 3 princess-cut diamonds and 6 round-cut diamonds. Diamond weight is 1/2 ctw.,,1299,HDR1293BW.jpg
HDR1295AW,14K Diamond 3 Stone Plus Ring 1 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 3 princess-cut diamonds and 6 round-cut diamonds. Diamond weight is 1 ctw.,,3399,HDR1295AW.jpg
HDR1295BW,18K Diamond 9 Stone Ring 1 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 3 princess-cut diamonds and 6 round-cut diamonds. Diamond weight is 1 ctw.,,2799,HDR1295BW.jpg
HDR1324AW,14K Diamond 9 Stone Ring 1 1/2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 round-cut diamonds. Diamond weight is 1 1/2 ctw.,,4999,HDR1324AW.jpg
HDR1324BW,14K Diamond 9 Stone Ring 1 1/2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 round-cut diamonds. Diamond weight is 1 1/2 ctw.,,3899,HDR1324BW.jpg
HDR1327AW,14K P/Cut Diamond 3 Stone Plus Ring 1/2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 princess-cut diamonds. Diamond weight is 1/2 ctw.,,1399,HDR1327AW.jpg
HDR1327BW,14K P/Cut Diamond 3 Stone Plus Ring 1/2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 princess-cut diamonds. Diamond weight is 1/2 ctw.,,1299,HDR1327BW.jpg
HDR1328AW,14K P/Cut Diamond 3 Stone Plus Ring 1 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 princess-cut diamonds. Diamond weight is 1 ctw.,,2799.1765,HDR1328AW.jpg
HDR1328BW,14K P/Cut Diamond 3 Stone Plus Ring 1 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 princess-cut diamonds. Diamond weight is 1 ctw.,,2799,HDR1328BW.jpg
HDR1329AW,14K P/Cut Diamond 3 Stone Plus Ring 1 1/2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 princess-cut diamonds. Diamond weight is 1 1/2 ctw.,,4999,HDR1329AW.jpg
HDR1329BW,14K P/Cut Diamond 3 Stone Plus Ring 1 1/2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 princess-cut diamonds. Diamond weight is 1 1/2 ctw.,,3899,HDR1329BW.jpg
HDR1330AW,14K P/Cut Diamond 3 Stone Plus Ring 2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 princess-cut diamonds. Diamond weight is 2 ctw.,,7999,HDR1330AW.jpg
HDR1330BW,14K P/Cut Diamond 3 Stone Plus Ring 2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 princess-cut diamonds. Diamond weight is 2 ctw.,,6599,HDR1330BW.jpg
HDR1336AW,14K Diamond 9 Stone Ring 2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 round-cut diamonds. Diamond weight is 2 ctw.,,7999,HDR1336AW.jpg
HDR1336BW,14K Diamond 9 Stone Ring 2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 round-cut diamonds. Diamond weight is 2 ctw.,,6599,HDR1336BW.jpg
HDR1346,Silver Diamond Ring,Bridal Bells,Ring,A cushion shaped Silver Diamond ring crafted from silver and set with 17 square-cut diamonds.,,100,HDR1346.jpg
HDR1358EC,14K Diamond Engagement Ring 1/4 ctw,Bridal Bells,Engagement Ring,"This stunning 14K White Gold Diamond Engagement Ring is set with 17 round-cut diamonds, weighing 1/4 ctw.",,699,HDR1358EC.jpg
HDR1358WD,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 19 sparkling diamonds. Total diamond weight is 1/10 ctw.",,399,HDR1358WD.jpg
HDR1360EC,14K Diamond Engagement Ring 1/4 ctw,Bridal Bells,Engagement Ring,"This stunning 14K White Gold Diamond Engagement Ring is set with 11 round-cut diamonds, weighing 1/4 ctw.",,699,HDR1360EC.jpg
HDR1360WD,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 10 sparkling diamonds. Total diamond weight is 1/10 ctw.",,399,HDR1360WD.jpg
HDR1361EC,14K Diamond Engagement Ring 1/4 ctw,Bridal Bells,Engagement Ring,"This stunning 14K White Gold Diamond Engagement Ring is set with 15 round-cut diamonds, weighing 1/4 ctw.",,699,HDR1361EC.jpg
HDR1361WD,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 17 sparkling diamonds. Total diamond weight is 1/10 ctw.",,399,HDR1361WD.jpg
HDR1363EC,14K Diamond Engagement Ring 1/4 ctw,Bridal Bells,Engagement Ring,"This stunning 14K White Gold Diamond Engagement Ring is set with 7 round-cut diamonds, weighing 1/4 ctw.",,641.8446,HDR1363EC.jpg
HDR1363W,14K Diamond Wedding Band,Bridal Bells,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 11 sparkling diamonds. Total diamond weight is 1/10 ctw.",,220,HDR1363W.jpg
HDR1364AW,14K Diamond Band,Bridal Bells,Ring,This timeless 14K White Gold 3 stone Diamond ring is set with 3 sparkling round-cut diamonds. Diamond weight is 1 1/2 ctw.,,7199,HDR1364AW.jpg
HDR1364BW,14K Diamond 3 Stone Band 1 1/2 ctw,Bridal Bells,Ring,This timeless 14K White Gold 3 stone Diamond ring is set with 3 sparkling round-cut diamonds. Diamond weight is 1 1/2 ctw.,,6399,HDR1364BW.jpg
HDR1365AW,14K Diamond 3 Stone Ring 2 ctw,Bridal Bells,Ring,This timeless 14K White Gold 3 stone Diamond ring is set with 3 sparkling round-cut diamonds. Diamond weight is 2 ctw.,,11499,HDR1365AW.jpg
HDR1365BW,14K Diamond 3 Stone Ring 2 ctw,Bridal Bells,Ring,This timeless 14K White Gold 3 stone Diamond ring is set with 3 sparkling round-cut diamonds. Diamond weight is 2 ctw.,,9999,HDR1365BW.jpg
HDR1366AW,14K P/Cut Diamond 3 Stone Ring 2 ctw,Bridal Bells,Ring,This timeless 14K White Gold 3 stone Diamond ring is set with 3 sparkling princess-cut diamonds. Diamond weight is 2 ctw.,,11499,HDR1366AW.jpg
HDR1366BW,14K P/Cut Diamond 3 Stone Ring 2 ctw,Bridal Bells,Ring,This timeless 14K White Gold 3 stone Diamond ring is set with 3 sparkling princess-cut diamonds. Diamond weight is 2 ctw.,,9999,HDR1366BW.jpg
HDR1367AW,14K P/Cut Diamond 3 Stone Ring 1 1/ 2 ctw,Bridal Bells,Ring,This timeless 14K White Gold 3 stone Diamond ring is set with 3 sparkling princess-cut diamonds. Diamond weight is 1 1/2 ctw.,,7199,HDR1367AW.jpg
HDR1367BW,14K P/Cut Diamond 3 Stone Ring 1 1/ 2 ctw,Bridal Bells,Ring,This timeless 14K White Gold 3 stone Diamond ring is set with 3 sparkling princess-cut diamonds. Diamond weight is 1 1/2 ctw.,,6399,HDR1367BW.jpg
HDR1383AW,14K Diamond 3 Stone Plus Bezel Set Ring 1/2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 round-cut diamonds. Diamond weight is 1/2 ctw.,,1399,HDR1383AW.jpg
HDR1383BW,14K Diamond 3 Stone Plus Bezel Set Ring 1/2 ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 round-cut diamonds. Diamond weight is 1/2 ctw.,,1299,HDR1383BW.jpg
HDR1384AW,14K Diamond 3 Stone Plus Bezel Set Ring 1 Ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 round-cut diamonds. Diamond weight is 1 ctw.,,3399,HDR1384AW.jpg
HDR1384BW,14K Diamond 3 Stone Plus Bezel Set Ring 1 Ctw,Bridal Bells,Ring,This classic 14K White Gold 3 stone Plus Diamond ring is set with 9 round-cut diamonds. Diamond weight is 1 ctw.,,2799,HDR1384BW.jpg
HDR1419EWB,14K Emerald & Diamond Ring,Classics,Gemstone Ring,"Framed by a halo of 20 round-cut diamonds, this stunning 14K White Gold Diamond and Gemstone ring is set with a vibrant Emerald at center.",,799,HDR1419EWB.jpg
HDR1419RWB,14K Ruby & Diamond Ring,Classics,Gemstone Ring,"Framed by a halo of 20 round-cut diamonds, this stunning 14K White Gold Diamond and Gemstone ring is set with a vibrant Ruby at center.",,799,HDR1419RWB.jpg
HDR1419SWB,14K Sapphire & Diamond Ring,Classics,Gemstone Ring,"Framed by a halo of 20 round-cut diamonds, this stunning 14K White Gold Diamond and Gemstone ring is set with a vibrant Sapphire at center.",,799,HDR1419SWB.jpg
HDR1420EWA,14K Emerald & Diamond Ring,Classics,Gemstone Ring,"Framed by a halo of 8 round-cut diamonds, this stunning 14K White Gold Diamond and Gemstone ring is set with a vibrant Emerald at center.",,999,HDR1420EWA.jpg
HDR1420RWA,14K Ruby & Diamond Ring,Classics,Gemstone Ring,"Framed by a halo of 8 round-cut diamonds, this stunning 14K White Gold Diamond and Gemstone ring is set with a vibrant Ruby at center.",,999,HDR1420RWA.jpg
HDR1420SWA,14K Sapphire & Diamond Ring,Classics,Gemstone Ring,"Framed by a halo of 8 round-cut diamonds, this stunning 14K White Gold Diamond and Gemstone ring is set with a vibrant Sapphire at center.",,999,HDR1420SWA.jpg
HDR1484AW,14K Diamond Channnel Set Band 1/4 ctw,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 11 sparkling Channel-set diamonds. Total diamond weight is 1/4 ctw.",,650,HDR1484AW.jpg
HDR1484BW,14K Diamond Channnel Set Band 1/4 ctw,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 11 sparkling Channel-set diamonds. Total diamond weight is 1/4 ctw.",,598.9286,HDR1484BW.jpg
HDR1485AW,14K Diamond Channnel Set Band 1/3 ctw,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 11 sparkling Channel-set diamonds. Total diamond weight is 1/3 ctw.",,800,HDR1485AW.jpg
HDR1485BW,14K Diamond Channnel Set Band 1/3 ctw,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 11 sparkling Channel-set diamonds. Total diamond weight is 1/3 ctw.",,650,HDR1485BW.jpg
HDR1486AW,14K Diamond Channnel Set Band 1/2 ctw,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 11 sparkling Channel-set diamonds. Total diamond weight is 1/2 ctw.",,1049,HDR1486AW.jpg
HDR1486BW,14K Diamond Channnel Set Band 1/2 ctw,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 11 sparkling Channel-set diamonds. Total diamond weight is 1/2 ctw.",,899,HDR1486BW.jpg
HDR1487AW,14K Diamond Channnel Set Band 3/4 ctw,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 11 sparkling Channel-set diamonds. Total diamond weight is 3/4 ctw.",,1599,HDR1487AW.jpg
HDR1487BW,14K Diamond Channnel Set Band 3/4 ctw,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 11 sparkling Channel-set diamonds. Total diamond weight is 3/4 ctw.",,1299.1875,HDR1487BW.jpg
HDR1488AW,14K Diamond Channnel Set Band 1 ctw,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 11 sparkling Channel-set diamonds. Total diamond weight is 1 ctw.",,1999,HDR1488AW.jpg
HDR1488BW,14K Diamond Channnel Set Band 1 ctw,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 11 sparkling Channel-set diamonds. Total diamond weight is 1 ctw.",,1699,HDR1488BW.jpg
HS81AW,14K Diamond Channel Set Earrings 1/4 ctw,Classics,Diamond Earrings,"These gorgeous 14K Yellow Gold hoop earrings are embellished with 14 channel-set diamonds, weighing 1/4 ctw.",,799,HS81AW.jpg
HS81BW,14K Diamond Earrings 1/4 ctw,Classics,Diamond Earrings,"These gorgeous 14K Yellow Gold hoop earrings are embellished with 14 channel-set diamonds, weighing 1/4 ctw.",,649.0714,HS81BW.jpg
HS82AW,14K Diamond Channel Set Earrings 1/3 ctw,Classics,Diamond Earrings,"These gorgeous 14K Yellow Gold hoop earrings are embellished with 14 channel-set diamonds, weighing 1/3 ctw.",,899,HS82AW.jpg
HS82BW,14K Diamond Earrings 1/3 ctw,Classics,Diamond Earrings,"These gorgeous 14K Yellow Gold hoop earrings are embellished with 14 channel-set diamonds, weighing 1/3 ctw.",,749,HS82BW.jpg
HS83AW,14K Diamond Channel Set Earrings 1/2 ctw,Classics,Diamond Earrings,"These gorgeous 14K Yellow Gold hoop earrings are embellished with 14 channel-set diamonds, weighing 1/2 ctw.",,1149,HS83AW.jpg
HS83BW,14K Diamond Channel Set Earrings 1/2 ctw,Classics,Diamond Earrings,"These gorgeous 14K Yellow Gold hoop earrings are embellished with 14 channel-set diamonds, weighing 1/2 ctw.",,949,HS83BW.jpg
HS84AW,14K Diamond Channel Set Earrings 3/4 ctw,Classics,Diamond Earrings,"These gorgeous 14K Yellow Gold hoop earrings are embellished with 14 channel-set diamonds, weighing 3/4 ctw.",,1649,HS84AW.jpg
HS84BW,14K Diamond Channel Set Earrings 3/4 ctw,Classics,Diamond Earrings,"These gorgeous 14K Yellow Gold hoop earrings are embellished with 14 channel-set diamonds, weighing 3/4 ctw.",,1299,HS84BW.jpg
HS85AW,14K Diamond Channel Set Earrings 1 ctw,Classics,Diamond Earrings,"These gorgeous 14K Yellow Gold hoop earrings are embellished with 14 channel-set diamonds, weighing 1 ctw.",,2199,HS85AW.jpg
HS85BW,14K Diamond Channel Set Earrings 1 ctw,Classics,Diamond Earrings,"These gorgeous 14K Yellow Gold hoop earrings are embellished with 14 channel-set diamonds, weighing 1 ctw.",,1899,HS85BW.jpg
KB100AW,14K Diamond Wedding Band,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 14 sparkling Channel-set diamonds. Total diamond weight is 1 ctw.",,1849,KB100AW.jpg
KB100BW,14K Diamond Wedding Band,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 14 sparkling Channel-set diamonds. Total diamond weight is 1 ctw.",,1599,KB100BW.jpg
KB10AW,14K Diamond Wedding Band,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 27 sparkling Channel-set diamonds. Total diamond weight is 1/10 ctw.",,399,KB10AW.jpg
KB10BW,14K Diamond Wedding Band,Classics,Wedding Band,"Start your new life together with this elegant wedding band. Crafted in 14 karat White gold , this classic band features 27 sparkling Channel-set diamonds. Total diamond weight is 1/10 ctw.",,349,KB10BW.jpg
